Index,Account Id,Lead Owner,First Name,Last Name,Company,Phone 1,Phone 2,Email 1,Email 2,Website,Source,Deal Stage,Notes
797,D31de5be34dB91e,Emma Guzman,Nathaniel,Hale,Combs LLC,906-621-8894,834.382.0695,virginia02@castaneda.com,christygates@lee-burgess.info,http://www.patel-hayden.com/,Networking Event,Disqualified,Billion consumer social daughter.
798,C4D0b9aCa88cce8,Kelli Reid,Marco,Bowers,"Diaz, Duarte and Foster",708.684.9211x82393,401-790-7735,sylviagordon@bond-macdonald.info,hickmanvickie@chaney.net,http://parsons.com/,Trade Show,On Hold,Outside threat know.
799,6Cb0582d4d04ac3,Cassandra Stein,Rodney,Olson,Hoover-Ramirez,932-800-9773x5878,886.510.7275x8785,ujimenez@cooley.com,mcconnellcarly@nielsen.biz,https://www.caldwell.com/,Cold Call,Proposal Sent,Third lay tell save measure experience.
800,1aA29eDdb79eAfc,Kenneth Nicholson,Nicholas,Cain,Moreno-Weber,935-648-0393x10935,703-243-9808x5636,lynchbonnie@massey-kirk.com,marcohart@cobb-heath.com,http://malone.com/,Social Media,Proposal Sent,Career writer year tree hope news use.
801,FC6e4f84DeCAbCC,Trevor Byrd,Jared,Larson,Herring Group,(847)820-0475x215,(850)902-2157,bullockcody@stark-hebert.com,georgegene@costa-higgins.info,http://hensley.com/,Cold Call,Closed Lost,Tend of health can.
802,bcdEB40ECADB7Ed,Marissa Clay,Teresa,Petersen,Perkins-Allen,(506)465-6408x573,+1-220-614-8085x66226,eileenhudson@mayo-mcpherson.org,tom71@walls.org,http://moody.com/,Networking Event,Proposal Sent,Image also history cell take.
803,Aa026eC7eCb425c,Kyle Petersen,Cesar,Reilly,Rosario-Meza,(699)478-3885x791,(568)974-3056x2886,joannehess@weber.biz,nfisher@roach.com,https://soto.com/,Organic Search (SEO),Closed Won,Story game whatever state successful.
804,32832951d5bEeDd,Marcus Pitts,Willie,Lozano,Wilkins-Marsh,352-973-1976,(473)425-3757x6169,vdavidson@hughes.com,tranrobert@wilkins.com,https://www.figueroa.com/,LinkedIn Outreach,On Hold,Difficult consider less your.
805,F4059EA8C8E4Ce1,Kristine Harvey,Mitchell,Farley,"Mack, Livingston and Salazar",9312707672,001-233-873-7871,reneebell@gates-hampton.com,melissa63@brown.com,http://www.osborn.org/,Networking Event,Closed Lost,Standard stage religious specific ball north whom physical.
806,a5ce3cf18d17251,Jonathan Duncan,Mitchell,Cooley,"Guerra, Case and Pratt",549.812.6194x9404,001-679-960-7315x509,qarellano@wade.com,ewingjohnny@walters.net,https://proctor-arnold.com/,Partner Program,Proposal Sent,Painting hope environment buy technology claim.
807,cDcaC7Fe266490e,Terrence Chambers,Harold,Maxwell,Santiago-Walker,355-827-0714x08100,+1-296-400-8365x6778,edwin89@hobbs.com,wandamata@walker-alvarez.com,https://www.parks.com/,Direct Traffic,Proposal Sent,Budget accept seven give.
808,32a95a3E873dFe3,Rick Campbell,Jared,Aguilar,"Glover, Holloway and Forbes",(249)908-0366,001-681-642-6469x497,eberger@morton.com,hendricksmarco@ray-osborn.com,https://christensen.org/,Cold Email,Proposal Sent,Product property institution others million happen.
809,5990de720CDfCC1,Roger Lindsey,Betty,Hardin,"Huang, Christensen and Eaton",001-575-832-2341x0470,205-368-4436,kristen64@aguirre.com,weissdebra@barr-horn.com,http://bautista.com/,Other,Negotiation,Door democratic avoid population.
810,E99A1cF4fBDA1cC,Collin Paul,Isaac,Maddox,Fox LLC,+1-950-338-1517x405,(224)325-7627x3591,rmeza@li.net,sherylhicks@phillips.com,https://www.cline-mayer.info/,Direct Traffic,Proposal Sent,Far serve call under change receive.
811,0cBce03ac0D65Eb,Kimberly Bryant,Rhonda,Fritz,"Bonilla, Brooks and Humphrey",(246)924-3991x8349,+1-644-699-9887x9706,andersenerin@hays-murillo.biz,georgehayley@mcmahon-carney.biz,https://sandoval.com/,Content Marketing,New Lead,Easy these newspaper much.
812,6dE7df1b4be16Fd,Ryan Hopkins,Warren,Yu,"Haynes, Navarro and Huynh",001-474-455-2543x5113,900-727-7401x9051,georgewalker@huff.com,mrojas@lutz.com,http://thompson.biz/,LinkedIn Outreach,Proposal Sent,Word ground hope receive drug woman difference.
813,ae4c2e7e7e25cbA,Damon Cordova,Taylor,Baxter,Estes-Willis,981.408.5311,001-572-772-6147,woodannette@vaughn.com,lancebraun@vargas.com,http://tate.com/,Website Form,Qualified,Coach month participant.
814,56cEB581988AE77,Stuart Olsen,Richard,Petersen,Dixon-Franco,4968067377,(377)991-2181,haleygalloway@tucker.com,joycebright@casey-mcdowell.com,https://www.harrison-velez.com/,Direct Traffic,On Hold,Red show course memory.
815,493D9e5B04DD67c,Nathan Oliver,Cynthia,Diaz,"Rangel, Summers and French",832.566.0015x487,001-675-609-6025x2620,whitneyeduardo@barnett-murphy.biz,mezakimberly@pugh.com,https://castillo.org/,Facebook Ads,Re-engagement,Send mind benefit how.
816,3C139a401737BE4,Riley Atkinson,Brianna,Harvey,"Fuentes, Shaw and Herman",807-398-8660x168,853-826-3073x90530,marie63@mathews.com,fhunter@garner.com,https://www.hebert.com/,Retargeting Ads,Qualified,Three material beautiful old relate find agent right.
817,87fECfC643Cd6F1,Edgar Koch,Jackson,Dunlap,Rowland PLC,+1-247-268-5582x29817,+1-971-207-3633x6911,mayers@merritt.com,wisebrittany@spencer.net,http://stanton.com/,Retargeting Ads,Re-engagement,Happy travel what but security window effect hear.
818,3f66A10F11d3409,Luis Hatfield,Noah,Callahan,Parrish and Sons,205-247-9084x456,830.932.4341x23091,ginastevenson@maddox.com,lindsaypineda@warren.com,https://berg.com/,Other,Proposal Sent,Employee more law worker only door nothing.
819,9feE9B4bf870ecB,Kristopher Khan,Hayden,Gallegos,"Silva, Santana and Meyer",575-308-2679x93357,6055686070,gsantiago@hutchinson.com,xrocha@lee.com,http://www.lowery.org/,LinkedIn Outreach,Re-engagement,Rise everybody maybe bed down.
820,ddD76D4237EAa0a,Randall Key,Diamond,Valdez,Strong and Sons,830-747-5596x273,(641)280-8031x87646,josephmegan@hays-wise.com,elijah72@santos.com,https://werner.com/,Trade Show,Re-engagement,Population whom contain.
821,0cac1224CFCdd9e,Jackson Vaughn,Rebecca,Tanner,"Kelly, Arroyo and Faulkner",813-496-8627x0729,001-480-787-3103x746,sheryl33@green-hall.info,preston99@stuart.net,http://www.lang.biz/,Referral,Qualified,During factor rather top movement through maintain modern.
822,1F12cDfEF8C48c8,Vincent Garner,Taylor,Gould,Lara-Hoffman,(847)784-8409x62750,730-636-0912x66471,seanberry@hammond-pruitt.biz,salinasleah@oneill.org,http://www.ayers.biz/,LinkedIn Outreach,Closed Won,Television history full risk can late clear.
823,eFCCBaB2EdD6dCc,Gabriella Pruitt,Tyler,Obrien,"Trujillo, Ewing and Hicks",001-816-595-6814x85362,650.221.4318,brayraymond@espinoza.info,deanna97@meyer.com,https://nixon-kirk.com/,Partner Program,Re-engagement,Role run investment during.
824,e4beA5963d4C94F,Melvin Hammond,Alejandra,Wood,Tapia-Matthews,(342)707-9125,4336469666,darylvang@beck.com,owensbrandy@black-harrison.org,http://love.net/,Google Ads,Closed Won,When according sea hour town suddenly add.
825,5be98089FA5bA15,Derrick Cohen,Paul,Morrison,Simpson-Briggs,328-344-5799x803,(682)498-6709x73090,harold81@hammond.com,pmueller@mays-ward.org,http://www.barron.org/,Webinars,Contacted,Off everybody big.
826,DE15aDd93ea1db6,Mallory Fischer,Brandy,Guzman,"Hinton, Costa and Wiggins",979.262.9452x808,786.377.3567x1317,wkent@zimmerman.com,loretta19@day-barrett.com,https://grant.net/,Trade Show,Proposal Sent,Performance impact with soon discover in political.
827,BcFe181660Ed6b0,Jenna Madden,Wesley,Galvan,Fry-Carlson,2849426862,(759)864-9989x471,kenneth65@arroyo-donaldson.info,fredtrevino@fitzgerald-nunez.com,http://www.stein.info/,Facebook Ads,Proposal Sent,Budget indicate team important black.
828,5E433dCF6F8df4C,Faith Dickerson,Tiffany,Dalton,Rangel-Young,7887791074,001-327-242-5054x033,buchanandylan@knox.info,tabitharusso@kaufman.biz,https://conway.biz/,Google Ads,Negotiation,Value agreement senior mind admit.
829,2a1e5cB9572eFC9,Bianca Schmidt,Mackenzie,Baldwin,Hartman and Sons,966-366-4025x41184,647.789.0940,snewman@bright.info,sharonwagner@larsen.info,http://mcmahon-huff.com/,Retargeting Ads,On Hold,State strategy take role.
830,b1a42a8EA8e0f35,Shelley Spencer,Teresa,Kramer,Kirby-Gould,531-805-4158x411,+1-765-750-9328x92338,lpacheco@hickman.biz,braykristine@pennington.biz,https://carlson-chandler.info/,Content Marketing,Disqualified,Situation identify article treatment or happen.
831,d418bbF0b680D6a,Pamela Simpson,Kathleen,Ibarra,Roth-Adkins,717.273.2705,752-675-9888x6123,mauricebooth@shepherd.biz,glenn26@gutierrez-sanchez.info,http://weiss.com/,Podcast,Contacted,Though hospital woman go national.
832,5d8dA2E2BC00fe7,Courtney Moses,April,Valencia,Terry Ltd,(464)902-4763,001-537-371-3959,vernon13@powers-diaz.info,keykristina@jefferson.com,https://franco-savage.com/,Chatbot,Closed Won,Never cell material marriage front focus various.
833,Be725FC6EfCB65C,Paul Strickland,Johnny,Bryan,Edwards LLC,001-938-845-1148x97613,(231)646-3260,mindy02@beck.com,zwoods@clayton-conley.com,http://holder-cisneros.com/,Direct Traffic,On Hold,Money mother read record main seat Republican.
834,8BdF20CC4F0272a,Theodore Levine,Lance,Callahan,Farrell Group,001-765-679-8771x75378,001-890-579-5511x252,jbrown@wolfe-may.net,kristachen@rush.com,http://www.chapman.com/,Social Media,Re-engagement,Save too listen our song spend.
835,19Ec6dbDe131eEC,Joann Collier,Nicole,Fletcher,Buchanan LLC,(598)833-4963x4312,(954)454-5952,abigail06@jackson.com,lindsay38@chase.com,http://ford.com/,Webinars,On Hold,Point whose your white stage.
836,b33fEb2C8Edf92E,Charles Myers,Janice,Hopkins,Dorsey Inc,001-616-694-8093x817,700.914.2903x17908,robertamosley@potts.com,mcarlson@blackwell-owen.com,https://baldwin.com/,Networking Event,Contacted,Left check mean ten American expert.
837,D5693790de05dF1,Claudia Bray,Sherry,Everett,Malone and Sons,(498)469-5335x414,001-311-362-9042,robbinsbrady@hensley-mays.org,erin34@mercado.org,https://www.soto-hubbard.com/,Organic Search (SEO),Contacted,Method couple threat line local condition purpose social.
838,Ff33B98aDcbFa1A,Wayne Mueller,Andrew,Pruitt,"Gray, Andrews and Duarte",374-579-7991x120,645.783.6194x3649,curtisjesse@farley.com,ssimmons@wade.info,http://www.rodriguez-nunez.info/,Retargeting Ads,Closed Won,War beautiful member herself necessary movement beyond.
839,d65C45C4e7A4Ea0,Madison Reyes,Cheyenne,Barber,Choi-Figueroa,812.306.0331,001-870-636-9756x0465,amylam@solis.com,eowen@mathews.biz,http://www.ho-villarreal.org/,Cold Email,Closed Won,Level every either enter easy.
840,d3b331BaD2BA2c9,Wesley Delgado,Mark,Case,"Padilla, Walls and Small",(474)280-2369,(699)346-4404,rmatthews@hubbard.biz,stewartadrian@shepherd.biz,http://www.dawson.com/,Networking Event,Negotiation,Involve under without bit.
841,70c92b6Da2B524F,Tracey Sloan,Raymond,Fernandez,Washington PLC,(662)608-7131x5692,(597)864-4199x110,robyn81@bird.com,freycheryl@choi.com,http://www.yu.com/,Retargeting Ads,Re-engagement,Plant establish whom here audience list edge.
842,7a9FC6F75ee11a1,Nancy Hays,Taylor,Robles,Mclean-Harmon,+1-542-808-3637x8113,+1-384-252-9867x29046,wbass@rollins-carlson.org,garretthelen@hahn-gates.com,http://austin.com/,Trade Show,New Lead,Citizen sign fund talk successful economic talk focus.
843,6BAB6966052a108,Elaine Moss,Kiara,Avery,Knapp-Williamson,001-803-846-5396x20824,999-512-7977,aweeks@brock-sexton.com,mallorysandoval@estrada.com,https://www.rhodes-terry.com/,Partner Program,On Hold,Mention western then become toward.
844,a5ffDC4cDD798Db,Isabel Wood,Marilyn,Kim,Li Inc,(624)925-3915x53432,001-898-743-0277x573,hooverbrett@holloway.com,guerrerochristie@haley-cervantes.com,https://buchanan.info/,Other,Disqualified,Miss opportunity include any former single.
845,eAfDDaba0b7FFC5,Erika Santana,Tanya,Acevedo,Owen-Lin,(238)632-0144x7773,460-934-7099x05250,kerry19@mcconnell.info,richardsjohnathan@wilcox.com,http://www.fleming-frank.com/,Content Marketing,Closed Lost,Although from benefit.
846,42d85eB4FaabAC3,Kelly Riley,Caitlyn,Sawyer,Woodward-Potts,878-671-9850x97880,552-577-4335x718,kkennedy@fox-andrade.com,gordon37@morrow.net,https://www.horton-mcmillan.com/,Purchased List,Qualified,Prepare itself yet vote.
847,EEc9CabC3b4Eebe,Edward Paul,Henry,Davis,"Farley, Elliott and Macias",001-721-341-1412x67984,394-939-3075,saunderssarah@figueroa.com,malikmcneil@poole-reed.com,http://www.butler-berry.com/,Google Ads,Qualified,Sport then trade enough.
848,Bbad3BdECcFbbAB,Janet Rivera,Timothy,Moon,"Lambert, Mcgee and Choi",709.232.3648,+1-986-537-3081x1211,ghawkins@hicks.net,ryanho@craig.com,https://www.shah.com/,LinkedIn Outreach,On Hold,Yet mother result issue guess nation environment.
849,aE94DBFEee67f7f,Shelley Quinn,Ariana,Gould,Fitzgerald Group,(855)862-5566,+1-313-424-2961x990,tristan77@galvan.com,bonnie57@blake.biz,https://bowers.biz/,Purchased List,On Hold,Economy believe relate section hotel television social before.
850,AB870CAa09cfBBE,Jimmy Winters,Samantha,Allen,Bright Inc,279-747-6107x99431,+1-514-650-9913x73519,mmiller@evans.com,mortonstuart@garrison.com,https://allison.com/,Social Media,Closed Lost,Full front cup eye be cell.
851,5BEb3363480D276,Dean Manning,Dawn,Burnett,Ochoa-Khan,520-961-3153x5579,6182857234,abriggs@haley-french.biz,mario79@henderson.biz,https://www.lowery.com/,Purchased List,Closed Lost,Run pretty you memory.
852,cf9F6bcB9db54D6,Scott Walls,Jodi,Cordova,Wolf and Sons,(851)731-4778,+1-734-207-8869,adrianbraun@ballard.org,washingtonjohnathan@orozco.info,http://www.bartlett.info/,Facebook Ads,On Hold,Upon arrive star rather season pattern authority someone.
853,6D301e7cAF198f6,Franklin Richard,Haley,Hood,Vasquez-Vang,001-892-987-0602x7515,001-597-663-4394x52927,calebmurphy@arnold.biz,tammie65@house-mcintosh.net,http://www.oneal.com/,Purchased List,Negotiation,Stock effort run democratic yet later improve expert.
854,dDaD0C4cA89DD80,Joanna Yu,Roberta,Padilla,Franco and Sons,(305)358-9230x84810,(668)285-8360x123,jackiemckay@reid.com,ianfranklin@mathews-leach.com,http://www.melendez.com/,Retargeting Ads,Closed Won,Bed decision activity effect seem focus consumer.
855,A6Afa9D53BF1bD4,Caitlin Hardy,Shari,Blackburn,Joseph Inc,+1-348-768-5381x70858,(877)798-8737x1078,raymond21@proctor.com,eileenlester@osborn.info,https://booker.com/,Referral,On Hold,Tree street exist road.
856,d45170aECb7FcAf,Jorge Macias,Victoria,Chan,"Cowan, Howe and Horn",(344)253-5079,364-915-1407,corywoodard@wilkinson-lopez.com,johnathanmatthews@hutchinson-greene.info,https://hogan.net/,Cold Call,Negotiation,Tell cultural word management human top.
857,7eE6d0d987d5ABd,Darryl Dean,Diana,Welch,"Strong, Cole and Hanson",586-975-4870x1307,+1-660-337-3361x5428,clarkekristie@bruce-foster.com,hodgephyllis@price.com,http://murray-pacheco.com/,Other,Qualified,Answer yourself than daughter shake factor on.
858,A6Bf49Fe18Bd2Fe,Dan Warren,Christina,Vance,Harding PLC,393.424.6144x4442,525.694.6879x6925,dfernandez@burgess.info,jacobsonmelinda@huber-levine.com,https://carr.com/,LinkedIn Outreach,Closed Lost,Other feeling international personal wear policy American.
859,A27aEfA6cAb7ee2,Kim Anthony,Jodi,Holder,Harmon-Hamilton,388.361.0987x386,3292048151,kylehuerta@cunningham.com,peggymelendez@bartlett.net,https://www.house-joyce.org/,Other,New Lead,Structure across himself five control consumer eye.
860,5d24DD7a78673da,Diane Nolan,Tricia,Wilkinson,Franklin-Carrillo,(944)545-1932x86623,+1-450-734-4534,alyssa20@moody-sampson.net,jimmy35@bridges-herrera.org,http://www.osborne-thomas.com/,Referral,Contacted,For difference building operation such kitchen.
861,6dE8fEd7F8BCC82,Brad Kent,Jessica,Prince,"Gallegos, Fowler and Camacho",6132299622,437-613-7809x795,jacqueline56@sloan.org,gayjesse@edwards.com,http://shaffer.com/,Podcast,On Hold,Measure play box open enter.
862,65EAf7eF4f617fd,Wesley Heath,Christopher,Ferguson,Blevins-Savage,(320)563-6498,816-514-4960,lindsey32@hernandez.com,mejiacolton@davidson.net,http://stevenson.net/,Social Media,Contacted,Drug maybe Mrs must share when there.
863,dDD5a7B4Fdca5fa,Melvin Decker,Allison,Ayers,"Scott, Schwartz and Peters",+1-309-979-3710,214-231-9667,simstracy@curtis.net,maddoxcaroline@kane.org,https://boyle.info/,Organic Search (SEO),Contacted,Gas speech executive soon bag performance sometimes peace.
864,eF54AAfBa3cF76e,Charles Fox,Cole,Mcintosh,"Cross, Wilkinson and Mueller",+1-565-260-3034,3858364503,boyleangel@rose.biz,richard09@ibarra.com,http://reid-watts.com/,Google Ads,Re-engagement,White peace democratic moment.
865,dCc61138B08599d,Jerome Murillo,Carmen,Morrow,Mays PLC,8742677451,(299)292-4633,todd13@maddox-pacheco.com,gaychelsey@ho-zuniga.biz,http://www.ritter-flynn.org/,Cold Email,Closed Won,Represent three various during respond.
866,FFCcb4f80EA8aaa,Perry Gay,Roberta,Koch,Marquez Group,+1-440-938-2135x417,962.803.5192x364,coltonstark@charles-villegas.com,isaiahjimenez@valencia.com,https://madden.com/,Networking Event,Negotiation,Ask girl center administration.
867,CaddEdD7baBC9B7,Edward Chandler,Aaron,Daugherty,Stafford Ltd,565-585-9912x03043,637.916.0282x4565,jaime05@ayers.com,hutchinsonglenn@lewis.com,http://www.chavez-meyers.org/,Website Form,Qualified,Fall television man goal everybody win gas.
868,DceA02Fbc07d27c,Walter Hays,Cheryl,Sims,"Carr, Silva and Cardenas",919.360.4059x3684,274-405-4331x84967,ashea@compton.biz,brookevillarreal@atkins.org,http://hooper.com/,Cold Call,Contacted,Local drop where who special produce buy.
869,DdcD77AE58c35F1,Frederick Cantu,Caitlin,Meadows,Silva-Davila,772-509-8026x2400,285.771.6517,katelynsalinas@perkins-mitchell.org,wileyshirley@west.com,https://frank.com/,Website Form,On Hold,Send imagine society able month direction radio.
870,5f6B2d3FE51aCb8,Allen Moran,Austin,Campbell,"Gaines, Cooke and Tanner",+1-313-714-4253x4404,348.468.6851,antonio50@daniel-marsh.com,evanjohnston@craig.com,http://nielsen-rhodes.biz/,Cold Email,Re-engagement,Data central just front.
871,babBF3b2cecFFde,Bobby Crane,Ethan,Pennington,Doyle-Little,931-334-8113,310.995.4844,sophia65@abbott.net,victoria37@bailey-zhang.com,http://www.logan-orozco.com/,Retargeting Ads,Closed Lost,While computer attention think mind which.
872,820fCf059c5edFC,Edward Hanna,William,Hickman,"Cooke, Barker and Browning",606-431-1126x588,744.722.8074x35578,teresa60@lutz-allison.com,shorttami@webster.net,http://www.esparza.net/,Cold Email,Re-engagement,Expert safe audience music mean tonight.
873,DC01b3563B76CcA,Ian Zuniga,Dana,Armstrong,Good LLC,758.676.7527x8754,4488377519,rothjasmine@hart.biz,oconnordiana@king-garza.org,http://www.patrick.net/,Chatbot,Proposal Sent,Subject action truth degree town nation.
874,c5BF0Deb2fdCB2d,Kathy Rasmussen,Katherine,Mcgee,"Bean, Welch and Booth",001-522-311-0367x226,235.991.7150x616,kara75@fletcher.org,yweaver@russell-peters.com,http://colon.com/,Retargeting Ads,Contacted,Plant but wish.
875,dd869f24E4b2b37,Terry Copeland,Carla,Mack,Conway-Hurley,922.736.2949x9063,(506)880-4268x119,ecalderon@garrison-maxwell.com,rweiss@bates.org,http://www.gray.biz/,Podcast,Negotiation,Edge owner behind ask.
876,EbDf51a1AAdaF56,Beverly Brock,Adam,Harrington,Walsh-Pratt,(724)579-8150,542.864.7753x9111,urowland@walter.com,arthurcameron@nolan.biz,http://www.rich.com/,Google Ads,Re-engagement,Yet onto pay field worry.
877,4bF651e4dC0f5FF,Zoe Forbes,Laura,Stone,Kemp Inc,001-657-617-8814x09187,4519669282,yodermonique@koch.com,ojimenez@hicks.com,http://lopez-carter.com/,Other,New Lead,Degree popular picture nation wear.
878,cAfd32eBcd9C9FB,Shaun Boyer,Francisco,Noble,Mercado Group,399-933-5785x401,(322)769-2581x3453,poolewendy@fuentes.net,joannefloyd@mcclain.biz,https://www.galvan-austin.com/,Other,New Lead,Among beat attack right hard avoid building.
879,1D2476aE73e1fa7,Justin Werner,Jean,Neal,Huynh Ltd,(693)219-7200,+1-623-661-3913x47399,jimenezwalter@bradley-gibbs.com,dunnbrian@humphrey-pitts.com,http://www.villarreal-williams.org/,Website Form,New Lead,Citizen call good lead third dinner.
880,95bF8eEa2F1F16F,Dakota Coffey,Lindsay,Cowan,"Bentley, Salazar and Hinton",768.473.5605x5029,+1-874-684-9583x527,preston56@haynes.com,irobertson@hughes.info,https://www.lane.com/,Google Ads,Re-engagement,Street technology skill claim.
881,97Dc0AFa6e8159D,Bianca Juarez,Manuel,Lynch,"Rubio, Hester and Andrews",3378306941,001-857-390-4990,mkramer@flores.com,yugordon@montoya.com,http://oneal.net/,Cold Call,Closed Won,Civil sort girl town nation huge unit theory.
882,E640EbDF3bB8DeF,Juan Mayo,Sherry,Walters,Donovan-Gentry,+1-500-839-1027x8086,499.968.4808x59992,roachsonya@compton-knapp.com,bcohen@mahoney.com,https://www.ward.net/,Webinars,Closed Lost,Positive risk about either life use up.
883,88fce7daf30B5BD,Duane Ayala,Kristi,Acosta,"Wilkinson, Galloway and Harding",447.219.6736,(331)544-0454,anthonynancy@hurst-burns.com,huberjoshua@gonzalez-skinner.com,https://hartman.com/,Facebook Ads,Closed Won,Movement process official class.
884,b77bF2cd58b9D7D,Laura Peters,Samantha,Weeks,Bates Group,+1-687-940-6498,947.900.2030,kwilkinson@knight-gregory.com,riggsrickey@brandt-maddox.org,https://www.lutz.com/,Partner Program,Closed Lost,Only camera until place table.
885,D5AfDefCB6Bb7cf,Shaun Baird,Cassidy,Owen,Murillo PLC,796-695-8561,384-597-7241x56950,jgentry@henderson-lynn.com,tabithasalazar@robbins.com,http://dalton-ayala.com/,Other,Closed Won,Mind check everyone yes mention service.
886,66b692dD05e6C3b,Mike Benson,Leon,Andrade,Boone Inc,254.654.3106,748.544.7546,flynnvalerie@huber.com,tcurry@beard.info,http://lawson.com/,Referral,Closed Won,Wind though low often thousand inside.
887,a3c6Cf769868D4E,Jimmy Schmitt,Greg,Delgado,"Mann, Villarreal and Hunt",898-412-4221x7529,(281)742-2150x022,mhernandez@ryan.net,blakeberger@atkinson.com,http://farmer-scott.com/,Networking Event,Re-engagement,Part name standard mind end else.
888,060dbB0abBDEc84,Kimberly Campbell,Lynn,Mays,"Guzman, Flowers and Neal",(371)805-3687,001-398-961-0713x9503,brianahammond@ramos-reyes.org,bmarshall@watts.com,http://www.hawkins.org/,Direct Traffic,Negotiation,Born its some.
889,f6e4C18E7DF9F71,Destiny Stephenson,Katherine,Kaufman,Shelton-Hurst,(692)859-3783,(292)524-2965,hicksashlee@reese.biz,arthurchapman@nielsen.com,https://gilbert.org/,Webinars,Proposal Sent,Sell Democrat common national laugh.
890,9fCC59DEE3d0439,Alec Maxwell,Mario,Roth,Young-Webster,(416)330-9451,(638)907-9294x8599,nina40@norris-walsh.com,charles76@spencer-lowe.com,https://mccarty.com/,Trade Show,Disqualified,Style buy can hot cultural husband contain.
891,38f8Fcc81ADb732,Martha Weeks,Karen,Archer,Herrera Inc,930.226.6102x18004,(442)334-4053x2620,helencooke@roman.org,bridgeskerri@barnett.org,http://www.whitaker.com/,Content Marketing,On Hold,Reduce various million always decide.
892,FAABA8ffdDBA9bD,Molly Wagner,Breanna,Pennington,Hatfield Ltd,247.928.0881x4266,001-790-831-4953x6769,charlotte64@ashley.com,xfrench@mooney.net,http://www.copeland-wright.info/,Website Form,Closed Won,Especially data world third.
893,196526CeAb5B6AE,Wanda Orr,Julia,Lawrence,"Huerta, Downs and Hester",914.588.1319x9908,521-536-4803,warrenchristie@atkinson.com,bheath@rivers.biz,https://www.peters-obrien.net/,Chatbot,Re-engagement,Society begin me into data theory white.
894,afd2609ccae329a,Hayden Rivas,Levi,Shepard,Skinner PLC,726.517.5234,(985)431-1592,dharrell@buckley.biz,monique41@poole.com,http://hood.com/,Other,Contacted,College feeling how moment.
895,acC977feBa68739,Gary Deleon,Kaitlin,Ibarra,Bowers-Jimenez,489.211.3977x875,001-435-246-3856,newmandevin@wilkins.com,ehorton@chan-kirk.com,https://weeks.com/,Networking Event,Negotiation,Step piece should perhaps.
896,89FD1f216708b8E,Chelsey Richardson,Dwayne,Cuevas,Wells-Strickland,940-556-3988x612,(415)953-4842x09306,mercedes13@decker-marsh.info,nancy54@hebert.com,http://gay.biz/,Content Marketing,Disqualified,Past ten already sister.
897,Fc8c5C58857d881,Gwendolyn Nielsen,Laura,Werner,"Rollins, Lucas and Pollard",8562336718,488-233-9923x0633,pkeith@barrett.com,banksrussell@mathews.com,http://www.sawyer-humphrey.com/,Website Form,Closed Lost,History common eye forward next.
898,d6da7e04Fd5DEF5,Erica Browning,Calvin,Logan,Owen PLC,8083000933,+1-996-988-5545x17422,hendrixvirginia@huerta.com,gailmckee@hartman.com,http://sutton.com/,Facebook Ads,On Hold,Any father strong accept size true.
899,9FeAcF8eBAd6971,Jasmine Coleman,Clinton,Ochoa,Cisneros Inc,2034860185,799.356.5191x9058,lauren48@horne.com,isabel20@mayo-hester.com,https://sutton-frederick.org/,Networking Event,Proposal Sent,Prepare treatment car already.
900,BfB5AaadccD0e9B,Michael Shaw,Melvin,Porter,"Sanders, Baxter and West",2608872755,484-703-8437x7569,heidi75@peck.com,fieldspaige@harmon.net,http://russo.com/,Direct Traffic,On Hold,Difference hit beyond whom.
901,1f1BfDE318fdBa2,Chase Shah,Steve,Herrera,Richardson Group,001-785-608-7121,(669)848-3156x6643,ashlee69@mcintosh-beasley.com,mallory48@boone.biz,https://levine.com/,Trade Show,Closed Won,Woman than discuss movement central nice main.
902,DF48DFE8E6B91ff,Sherry Ingram,Angela,Bean,Gilmore-Conway,471.467.6427x05250,+1-299-348-8672x204,betty78@kemp.com,mcguirecheryl@wade.com,https://www.choi-schwartz.com/,Google Ads,On Hold,Democratic section improve.
903,DB7CDd85cC8F8D7,Kenneth English,Ana,Salinas,Stanley-Barnes,(872)200-6830x60875,939.575.6840x50450,darlene31@fuller-baxter.info,martincaitlin@huber.com,http://www.boyle.com/,Direct Traffic,Closed Lost,Green attorney always team amount wind position.
904,e8B3204F0eEBeB0,Paula Perez,Hunter,Hurley,Cortez Ltd,771-669-1174x360,(460)620-6864x62438,cunninghamdylan@willis-allen.com,zunigatonya@petersen.com,https://perry.info/,Organic Search (SEO),On Hold,Political staff front young operation human.
905,ADBFdcB3Fecd0ec,Theodore Palmer,Selena,Berry,"Hampton, Moses and Rivas",266.633.5871x8193,+1-971-280-1742x4036,shaneturner@vance.com,carlacosta@hines.com,http://luna.com/,Referral,Contacted,Since player type always floor again bad.
906,36b95dC3B8e8E90,Xavier Cobb,Caleb,Pace,Pratt-Nichols,+1-286-726-8345,001-695-401-8678x572,foleytodd@miranda.biz,guerreroluis@clay-may.org,https://www.spears.com/,Social Media,Contacted,Drug bed president second attorney read director keep.
907,3De9D7FCe0aBB63,Manuel Gilmore,Becky,Zavala,"Estes, Frank and Booth",001-314-756-2506x25779,530-483-2990x4459,nashrebecca@olson-eaton.com,linda52@brennan.com,https://gonzalez-hart.com/,Content Marketing,Contacted,Billion spring support move sell computer.
